,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
5801,37094,3870.979,1545.044,19.799,0.0401,20.366000000000003,0.0114,19.3835,0.0188,0.6690,0.5413,359.3863153760423,-32.66760440859174
5804,37168,3879.538,1546.054,19.683999999999997,0.0372,20.216,0.0111,19.3295,0.0189,0.6637,0.2857,359.3858635368713,-32.66755923588669
5810,241219,3874.979,1548.269,19.652,0.0350,20.294,0.0116,19.3825,0.0189,0.6447,0.5427,359.38610431975565,-32.66746094316578
5811,37302,3889.185,1548.330,19.235999999999997,0.0262,19.747,0.0085,18.7455,0.0129,0.6193,0.2227,359.3853543066707,-32.667457758640474
5812,37253,3884.222,1548.460,19.131999999999998,0.0245,19.607000000000003,0.0080,18.7485,0.0130,0.6410,0.2757,359.3856163367887,-32.66745214678048
5824,241218,3869.773,1550.274,19.661,0.0349,20.192,0.0106,19.2915,0.0174,0.6387,0.3653,359.3863792526574,-32.66737200468099
5831,241287,3879.747,1551.344,19.406,0.0317,19.884,0.0101,18.9835,0.0169,0.6683,0.4897,359.3858527112087,-32.66732411848678
5835,241581,3892.521,1552.042,19.223,0.0244,19.764000000000003,0.0081,18.7385,0.0122,0.5810,0.2343,359.38517832792445,-32.66729266951089
5836,241431,3887.027,1552.358,18.85,0.0201,19.436,0.0070,18.4995,0.0113,0.5837,0.2260,359.3854683993947,-32.66727880912941
5842,37273,3874.650,1553.505,19.596000000000004,0.0359,20.094,0.0116,19.232499999999998,0.0189,0.6657,0.4190,359.3861218953547,-32.667228243621494
5844,37365,3882.738,1554.437,18.904000000000003,0.0234,19.486,0.0080,18.4875,0.0127,0.6533,0.2523,359.38569492179033,-32.667186552587715
5845,37364,3869.227,1554.793,19.592,0.0341,20.225,0.0115,19.3245,0.0175,0.6480,0.2643,359.3864082560656,-32.66717117884409
5846,241582,3896.642,1554.823,19.540999999999997,0.0351,20.042,0.0100,19.0735,0.0146,0.6493,0.3853,359.3849608682382,-32.66716893138985
5851,241874,3890.361,1555.473,19.101999999999997,0.0228,19.75,0.0084,18.7885,0.0134,0.5287,0.2477,359.3852925026673,-32.66714025348319
5863,37430,3886.137,1557.262,18.854999999999997,0.0271,19.015,0.0070,18.0415,0.0113,0.6180,-0.1070,359.38551558170195,-32.66706088393729
5868,37637,3893.645,1557.935,19.214,0.0240,19.929000000000002,0.0086,18.9775,0.0122,0.5243,0.2007,359.3851192202628,-32.667030721410825
5874,241735,3882.818,1559.077,17.386000000000003,0.0184,18.433,0.0051,17.9075,0.0078,0.6940,-0.1973,359.38569088153093,-32.66698032827885
5879,5003020,1751.537,1559.891,,,19.899,0.0108,18.0115,0.0114,0.6375,-0.3845,359.4982128679758,-32.66696500585943
5880,37730,3897.575,1560.109,19.642000000000003,0.0349,20.166,0.0095,19.2155,0.0145,0.5703,0.1203,359.38491182098346,-32.666933967319785
5881,37636,3888.974,1560.339,19.161,0.0289,19.680000000000003,0.0084,18.7415,0.0138,0.5860,-0.1117,359.3853659231188,-32.666924033881024
5882,37555,3867.970,1560.823,19.667,0.0352,20.246000000000002,0.0116,19.3675,0.0172,0.6127,0.1330,359.38647485600137,-32.666903221107944
5885,242005,3884.352,1561.718,17.526,0.0143,18.191000000000003,0.0040,16.9095,0.0054,0.6563,0.0650,359.38560999786796,-32.66686289965951
5887,241984,3875.478,1561.991,19.238999999999997,0.0354,19.781000000000002,0.0107,18.9175,0.0174,0.7513,0.0550,359.38607851439207,-32.666851061658605
5889,37491,3880.583,1562.346,17.923000000000002,0.0174,19.168000000000003,0.0061,17.8915,0.0111,0.7300,0.0240,359.3858090082606,-32.66683511425957
5890,242087,3893.488,1562.485,19.277,0.0261,19.950000000000003,0.0082,19.1065,0.0137,0.5433,0.2970,359.38512769024237,-32.666828505031084
5895,242237,3870.989,1564.246,19.381,0.0292,19.992,0.0100,19.0775,0.0153,0.6290,0.4357,359.3863156010377,-32.666750988432284
5898,37793,3888.201,1564.664,18.842,0.0256,19.629,0.0083,18.6155,0.0129,0.6020,0.1860,359.3854069054805,-32.66673183807018
5899,242325,3897.938,1564.739,19.334000000000003,0.0266,19.96,0.0081,18.9925,0.0127,0.5730,0.4550,359.3848928410836,-32.666728177900175
5906,242579,3883.159,1565.629,17.926000000000002,0.0171,19.041,0.0062,17.9465,0.0092,0.6377,0.1517,359.38567313730465,-32.666689117724715
5910,242426,3877.549,1566.365,18.923000000000002,0.0262,19.537000000000003,0.0079,18.6455,0.0126,0.6523,0.0700,359.38596934753525,-32.66665659344101
5911,38002,3902.534,1566.423,20.098,0.0520,20.586000000000002,0.0137,19.6935,0.0210,0.6670,-0.0947,359.3846502615332,-32.666653178663005
5914,242517,3893.310,1566.999,19.366999999999997,0.0269,20.064,0.0095,19.2265,0.0156,0.5630,0.2480,359.3851372674501,-32.66662788934932
5926,37942,3886.869,1568.519,19.18,0.0276,19.85,0.0089,18.8245,0.0133,0.5553,0.1320,359.38547738152556,-32.66656054976541
5930,37897,3897.931,1569.430,19.371000000000002,0.0283,19.973000000000003,0.0084,19.0525,0.0134,0.6053,0.3047,359.38489339790425,-32.6665196898335
5933,242617,3881.145,1569.459,18.988999999999997,0.0235,19.662000000000003,0.0074,18.7995,0.0119,0.5610,0.1077,359.3857796180989,-32.666518963096145
5940,243150,3891.333,1570.718,19.643,0.0308,20.228,0.0104,19.3155,0.0169,0.5620,0.3497,359.38524179135766,-32.66646266725322
5946,242739,3876.568,1571.142,19.256999999999998,0.0264,19.891000000000002,0.0092,18.9855,0.0140,0.5977,0.3553,359.38602132765055,-32.66644431550292
5947,5003040,392.394,1571.223,,,16.491,0.0083,15.9255,0.0182,1.3625,-0.2915,359.5699687774295,-32.666422230333936
5951,241784,395.852,1571.489,14.815,0.0263,16.179000000000002,0.0078,15.534499999999998,0.0090,4.0090,-0.2263,359.56978619849417,-32.66641055952665
5952,5001608,393.795,1571.620,16.29,0.1077,15.513000000000002,0.0036,14.846499999999999,0.0068,3.4890,-0.1993,359.56989479101685,-32.666404647311516
5953,38165,3868.635,1571.883,19.664,0.0349,20.319000000000003,0.0127,19.4805,0.0202,0.6663,0.2320,359.3864401800881,-32.66641164495903
5955,38069,3884.808,1572.017,19.314,0.0264,19.978,0.0086,19.0135,0.0125,0.5307,0.1397,359.38558633076724,-32.666405152384996
5962,242645,3895.232,1573.078,19.43,0.0307,20.246000000000002,0.0104,19.2945,0.0162,0.6087,0.4207,359.3850360373183,-32.66635764776154
5966,243178,3880.165,1573.951,19.201999999999998,0.0244,19.858,0.0082,19.0185,0.0121,0.5460,0.1810,359.38583153454493,-32.6663193518337
5968,38188,3873.514,1574.330,19.496000000000002,0.0328,20.392000000000003,0.0110,19.5435,0.0186,0.6310,0.4920,359.3861826890634,-32.66630272830323
5970,243325,3889.070,1574.391,19.546999999999997,0.0315,20.238000000000003,0.0098,19.2945,0.0152,0.5610,0.2590,359.385361412424,-32.66629949908308
5984,38166,3884.082,1576.131,19.399,0.0269,20.134,0.0096,19.1585,0.0154,0.5450,0.0610,359.38562482271016,-32.6662223326802
5997,38189,3893.193,1577.128,19.651000000000003,0.0348,20.304000000000002,0.0105,19.3685,0.0162,0.6023,0.5193,359.3851438475544,-32.66617771675828
5998,243411,3877.497,1577.401,19.497,0.0326,20.378,0.0112,19.7535,0.0196,0.6223,0.5110,359.38597252750685,-32.666166107641686
6007,243412,3887.932,1579.033,19.796999999999997,0.0375,20.311,0.0101,19.4695,0.0174,0.5923,0.2883,359.3854216772139,-32.66609322662968
6010,5001616,821.195,1579.588,19.131999999999998,0.0391,20.200000000000003,0.0111,18.6415,0.0167,0.8233,0.1420,359.5473298688775,-32.66606720858828
6013,38264,3897.252,1579.727,19.826999999999998,0.0430,20.51,0.0125,19.7455,0.0207,0.6577,0.5127,359.3849296566428,-32.66606206952878
6019,38311,3882.081,1580.126,19.631999999999998,0.0351,20.471,0.0118,19.7765,0.0203,0.6070,0.6217,359.38573062322564,-32.666044844341734
6030,243577,3892.111,1581.963,19.892000000000003,0.0408,20.493000000000002,0.0121,19.6945,0.0201,0.6223,0.3600,359.38520116392846,-32.66596286477586
6031,38000,2783.300,1582.182,19.008000000000003,0.0320,19.691000000000003,0.0078,18.6945,0.0143,1.0560,-0.4697,359.44374068576496,-32.66597673882798
6042,38604,3886.442,1583.617,20.034,0.0491,20.770000000000003,0.0137,19.9065,0.0247,0.6600,0.6540,359.3855005231831,-32.66588954368088
6159,243045,1807.225,1602.334,21.186999999999998,0.1412,22.372,0.0368,20.7115,0.0520,0.9923,0.7427,359.4952721631543,-32.665079386533044
6258,38813,268.629,1619.245,26.037999999999997,0.2449,,0.2039,,,0.0400,8.1365,359.57650030068055,-32.66428233518408
6327,243548,2949.962,1631.876,19.542,0.0727,20.862000000000002,0.0151,18.6165,0.0151,1.0407,0.5523,359.4349425334822,-32.663766307810675
6406,5001696,866.641,1649.925,18.777,0.0720,18.798000000000002,0.0055,18.1405,0.0166,1.5533,0.3123,359.5449277747394,-32.66294266565633
6437,244185,3455.122,1657.905,19.799999999999997,0.0393,20.237000000000002,0.0093,18.3615,0.0081,0.6943,0.2343,359.4082740732037,-32.66260022068424
6478,5001711,1061.754,1664.080,19.642000000000003,0.0728,20.639000000000003,0.0129,20.1525,0.0376,1.0480,-0.0503,359.5346266805736,-32.66231963765442
6633,40455,1639.095,1691.979,20.741,0.1057,22.687,0.0263,19.6115,0.0304,0.9107,0.7817,359.50414675019385,-32.661092751335296
6756,40898,4256.784,1716.224,19.829,0.0465,20.146,0.0105,18.7775,0.0115,0.7010,0.2033,359.3659549564689,-32.659982025296664
6757,245921,784.770,1716.294,21.262999999999998,0.0938,22.294,0.0314,20.3585,0.0427,0.9133,1.5073,359.54924722748876,-32.65999013769476
6791,246196,785.018,1720.828,19.823,0.0712,21.853,0.0199,19.5065,0.0240,0.8133,-0.4637,359.54923394644806,-32.65978863581868
6859,245992,3067.678,1727.419,18.799,0.0379,19.551000000000002,0.0071,18.5365,0.0145,1.4313,0.0343,359.42872961975354,-32.65951830955903
6934,246193,4553.229,1738.056,25.616,0.1228,,0.2995,,,0.0450,7.1160,359.3503065148701,-32.65899841554344
7002,41586,3206.106,1749.862,20.136000000000003,0.0759,20.424000000000003,0.0122,19.7835,0.0313,1.1417,-0.3867,359.42142234684957,-32.6585185124671
7042,246676,842.640,1756.628,19.624000000000002,0.1001,20.468,0.0130,18.4445,0.0161,0.9763,0.0203,359.5461905776916,-32.65819951597403
7157,5001855,1203.021,1779.878,18.101999999999997,0.0703,18.970000000000002,0.0084,17.7215,0.0207,2.0763,-0.2073,359.52716526258956,-32.657176948724604
7168,247093,307.947,1783.181,25.08,0.1833,,0.1631,,,0.0650,8.0375,359.5744156809632,-32.65699812827205
7206,42433,2548.279,1790.859,19.759,0.0505,20.463,0.0122,18.8725,0.0162,1.1930,0.5993,359.456149544779,-32.65670373357436
7235,247877,3866.545,1796.349,19.363999999999997,0.0400,20.336000000000002,0.0105,18.5215,0.0106,0.9697,0.6233,359.3865592963263,-32.65643547259047
7291,248222,2088.033,1806.407,20.766,0.0967,21.786,0.0238,19.9555,0.0341,1.0870,0.1630,359.48044555231496,-32.65601213932666
7402,43104,3712.379,1820.710,19.314,0.0725,19.624000000000002,0.0082,18.9205,0.0193,1.3403,-0.1117,359.39469844957944,-32.655357583751794
7404,43093,2622.936,1820.776,19.546999999999997,0.0298,20.251,0.0098,18.7155,0.0115,0.6627,-0.0757,359.45220863905274,-32.6553737427262
7423,43209,2627.220,1823.067,20.075000000000003,0.0527,20.990000000000002,0.0161,19.3345,0.0206,0.7467,0.5950,359.45198250766504,-32.655271896924
7431,248164,2623.190,1824.437,19.372999999999998,0.0277,20.098000000000003,0.0086,18.5955,0.0106,0.6367,0.0657,359.4521952545871,-32.655211030441144
7609,5003973,242.893,1855.108,,,18.147000000000002,0.0054,17.3665,0.0096,1.0605,0.3220,359.5778458285171,-32.65379836581829
7632,249047,2605.141,1859.619,19.895000000000003,0.0501,20.606,0.0124,18.6775,0.0133,0.9107,0.5510,359.4531482476719,-32.65364748363738
7762,44431,1565.913,1881.392,19.53,0.0398,19.904,0.0090,18.5845,0.0136,0.8037,-0.0823,359.5080061617588,-32.65267316133111
7797,249439,3370.118,1885.528,19.951999999999998,0.0589,20.311,0.0107,18.6685,0.0138,0.9360,0.5337,359.41276761496124,-32.652485611900154
7964,5002018,805.031,1907.462,19.134,0.0414,19.507,0.0090,18.5445,0.0173,0.7790,-0.2407,359.54816976382585,-32.651494509769485
7969,250160,808.401,1907.891,20.009,0.0704,19.831000000000003,0.0093,19.3635,0.0191,0.7820,0.1950,359.54799185650825,-32.6514755598653
8004,250295,2862.466,1911.756,20.109,0.1061,21.979000000000003,0.0258,19.2075,0.0194,1.1433,0.0743,359.43956533869914,-32.651328243979776
8040,45095,3222.467,1914.727,19.813000000000002,0.0380,20.356,0.0118,19.5025,0.0200,0.6377,0.5113,359.4205623040584,-32.65119088739483
8053,45196,3227.477,1916.067,19.834000000000003,0.0348,20.397000000000002,0.0114,19.3125,0.0173,0.6137,0.1213,359.4202978753644,-32.651131237798566
8055,45169,3204.742,1916.196,19.894,0.0414,20.451,0.0129,19.3775,0.0193,0.6650,0.3410,359.4214979706041,-32.65112592717089
8060,249753,3212.920,1916.604,19.519,0.0357,20.166,0.0105,19.2685,0.0174,0.6773,0.3437,359.4210662946994,-32.651107643130835
8063,45193,2824.916,1916.828,18.570999999999998,0.0289,19.115000000000002,0.0083,18.3655,0.0128,1.4230,0.0243,359.44154752239933,-32.65110321125394
8082,45214,3218.438,1918.382,19.604,0.0364,20.181,0.0110,19.2905,0.0184,0.6470,0.4913,359.42077506027135,-32.65102851848471
8084,250369,3208.546,1918.493,19.433,0.0333,20.09,0.0102,19.2035,0.0173,0.6687,0.4390,359.4212972223958,-32.65102376850147
8085,249593,3233.857,1918.494,19.971000000000004,0.0441,20.517000000000003,0.0122,19.6865,0.0221,0.6427,0.4013,359.4199611545575,-32.65102325062064
8096,250214,3223.616,1919.321,19.464,0.0282,20.112000000000002,0.0097,19.2085,0.0166,0.6040,0.2823,359.4205017549433,-32.650986688379376
8098,250044,3229.404,1919.502,19.808999999999997,0.0387,20.464000000000002,0.0117,19.5985,0.0208,0.6013,0.4647,359.4201962334327,-32.65097853500498
8108,250174,3196.612,1920.817,19.886000000000003,0.0419,20.588,0.0135,19.8045,0.0247,0.6287,0.2197,359.4219272212483,-32.650920698075524
8113,45281,3213.186,1921.343,19.33,0.0289,19.855,0.0090,18.9225,0.0149,0.6447,0.3673,359.4210523577016,-32.650897016289235
8114,250389,3203.966,1921.351,19.310000000000002,0.0307,19.982000000000003,0.0099,19.0715,0.0160,0.6827,0.3150,359.4215390446313,-32.65089683061978
8115,45306,3237.934,1921.564,19.956000000000003,0.0441,20.605,0.0125,19.6995,0.0214,0.6293,0.3247,359.41974601524413,-32.65088672879527
8123,45379,3217.886,1922.661,19.247999999999998,0.0263,19.787000000000003,0.0086,18.8385,0.0143,0.6377,0.2047,359.42080429270374,-32.650838351273336
8127,45282,3233.052,1923.336,19.725,0.0349,20.380000000000003,0.0105,19.5005,0.0186,0.5930,0.4367,359.42000375622024,-32.65080806621317
8130,250535,3208.450,1923.553,19.189999999999998,0.0287,19.668000000000003,0.0087,18.8275,0.0147,0.6743,0.1440,359.4213024003875,-32.65079888170886
8135,250390,3222.754,1924.041,19.296,0.0246,19.815,0.0085,18.8535,0.0141,0.6143,0.3627,359.42054736137635,-32.65077692707035
8136,250297,3243.157,1924.148,20.107999999999997,0.0472,20.652,0.0123,19.6615,0.0204,0.6337,0.7013,359.4194703728957,-32.650771784594184
8137,45378,3199.861,1924.154,19.378,0.0314,20.056,0.0109,19.1175,0.0175,0.6867,0.5150,359.4217557916872,-32.65077232805593
8143,250620,3194.363,1925.666,19.841,0.0416,20.376,0.0116,19.4745,0.0186,0.6273,0.1340,359.4220460410872,-32.65070522806469
8144,250536,3213.593,1925.828,18.835,0.0232,19.468,0.0079,18.5785,0.0136,0.6570,0.1173,359.42103097238095,-32.65069767570356
8150,250129,3238.432,1926.298,19.936999999999998,0.0432,20.504,0.0118,19.6635,0.0200,0.6347,0.4283,359.4197198349555,-32.650676319603505
8151,250508,3228.331,1926.488,19.604999999999997,0.0323,20.21,0.0102,19.3265,0.0174,0.5720,0.1207,359.420253029081,-32.650668066823634
8155,45438,3248.264,1927.101,20.299999999999997,0.0619,20.784000000000002,0.0149,19.9125,0.0247,0.6970,0.4650,359.41920086285864,-32.65064044205426
8157,250563,3218.763,1927.189,18.9,0.0229,19.578000000000003,0.0086,18.6515,0.0140,0.6410,0.4543,359.4207580995603,-32.650637090773955
8159,45515,3190.027,1927.517,19.959000000000003,0.0457,20.618000000000002,0.0132,19.8585,0.0239,0.6370,0.6153,359.42227496015994,-32.65062303984048
8166,250801,3233.513,1927.905,19.747,0.0361,20.408,0.0111,19.5855,0.0199,0.5887,0.4560,359.4199795247112,-32.65060499109851
8173,250467,3198.163,1928.486,19.311999999999998,0.0294,19.991000000000003,0.0095,19.1265,0.0157,0.6450,0.1207,359.42184551562127,-32.65057982592798
8176,250965,3243.825,1928.871,19.905,0.0465,20.541,0.0122,19.7635,0.0223,0.6850,0.5407,359.41943521945495,-32.65056186096867
8178,250830,3224.087,1928.936,19.201,0.0249,19.861,0.0091,18.9495,0.0150,0.5960,0.2183,359.4204771066881,-32.650559346833525
8180,45687,3181.268,1929.074,20.6,0.0786,21.215,0.0181,20.4465,0.0376,0.6673,-0.1173,359.42273734407854,-32.650553996892164
8191,251027,3229.436,1930.594,19.469,0.0282,20.150000000000002,0.0100,19.2515,0.0159,0.5653,0.2010,359.4201947926688,-32.650485557344986
8192,250800,3215.102,1930.764,18.386000000000003,0.0163,18.674000000000003,0.0051,17.5365,0.0088,0.6267,0.0773,359.42095142719256,-32.65047827024701
8196,250772,3193.116,1930.899,19.607999999999997,0.0352,20.258000000000003,0.0106,19.3905,0.0168,0.6247,0.3333,359.4221119772738,-32.65047267318842
8198,45516,3239.444,1930.927,19.857,0.0420,20.529,0.0118,19.6525,0.0209,0.6403,0.2957,359.41966652054793,-32.65047056724632
8206,251148,3202.503,1931.640,19.079,0.0239,19.748,0.0088,18.8235,0.0139,0.6060,0.0870,359.4216164936717,-32.65043956917511
8210,45569,3219.852,1931.817,18.768,0.0194,19.288,0.0065,18.2995,0.0106,0.5873,0.0050,359.42070071826834,-32.65043138185978
8213,45589,3207.099,1932.020,18.708,0.0205,19.26,0.0075,18.3185,0.0119,0.6193,-0.1157,359.421373898823,-32.65042259601043
8217,45570,3234.487,1932.638,19.773000000000003,0.0361,20.322000000000003,0.0106,19.4605,0.0180,0.5810,0.5083,359.41992821794804,-32.65039461735652
8220,251332,3211.970,1932.870,17.737000000000002,0.0144,18.329,0.0050,17.3745,0.0081,0.7387,0.1540,359.42111679831174,-32.65038472843364
8221,45917,3177.661,1932.878,20.354,0.0637,21.009,0.0162,20.1305,0.0275,0.6920,0.6817,359.42292782241935,-32.65038499460653
8222,250714,3197.676,1933.097,19.424,0.0301,20.039,0.0093,19.1775,0.0145,0.5857,0.3537,359.421871321724,-32.65037490174683
8225,250619,3183.350,1933.366,20.336,0.0589,20.98,0.0151,20.1805,0.0301,0.6470,0.3903,359.4226275350126,-32.650363204454045
8226,45588,3188.801,1933.381,19.75,0.0362,20.42,0.0107,19.5225,0.0187,0.6123,0.5173,359.4223398006512,-32.65036244006098
8227,5002058,1794.617,1933.449,19.618000000000002,0.0487,20.179000000000002,0.0117,18.9425,0.0203,0.9623,0.0087,359.4959327643008,-32.65036302771761
8229,250935,3225.188,1933.580,19.234,0.0228,19.790000000000003,0.0080,18.9035,0.0136,0.5383,0.1927,359.42041909302014,-32.65035292645596
8235,251129,3243.660,1934.004,20.048000000000002,0.0524,20.608,0.0130,19.7585,0.0225,0.6883,0.3950,359.41944404596666,-32.650333731137856
8241,45670,3230.071,1934.696,19.485999999999997,0.0268,20.108,0.0091,19.2455,0.0156,0.5263,0.1900,359.4201613656507,-32.650303234501486
8243,45669,3215.609,1934.745,17.713,0.0120,18.419,0.0042,17.3565,0.0065,0.6017,0.0513,359.42092475253105,-32.6503013277512
8253,250964,3220.656,1935.749,18.762,0.0204,19.466,0.0078,18.5525,0.0124,0.5800,0.1463,359.42065836570623,-32.65025661153511
8254,251043,3238.810,1935.766,19.814,0.0422,20.434,0.0110,19.5825,0.0205,0.6510,0.4047,359.41970009624947,-32.65025551300283
8257,45786,3206.589,1935.840,18.686,0.0200,19.287000000000003,0.0068,18.3865,0.0112,0.5883,0.1280,359.4214009027878,-32.65025282785354
8258,251414,3202.075,1935.853,19.146,0.0241,19.89,0.0091,18.9375,0.0145,0.5573,0.1043,359.4216391772806,-32.65025233282523
8260,45688,3193.194,1935.979,19.659,0.0349,20.311,0.0110,19.4795,0.0185,0.6160,0.1273,359.4221079689224,-32.6502468943218
8262,45750,3210.872,1936.303,17.936999999999998,0.0162,18.790000000000003,0.0058,17.6975,0.0093,0.6550,0.0883,359.4211748321954,-32.650232171175034
8275,45719,3234.181,1937.566,19.823999999999998,0.0357,20.326,0.0098,19.4375,0.0173,0.5583,0.0690,359.4199444813341,-32.65017560126452
8278,45768,3198.088,1937.768,19.509999999999998,0.0305,20.135,0.0094,19.3375,0.0158,0.5637,0.1577,359.4218496747896,-32.6501672945488
8279,251147,3185.405,1937.780,20.205,0.0560,20.778000000000002,0.0143,20.0155,0.0265,0.6540,0.3240,359.422519154216,-32.650166990188474
8283,251388,3224.630,1938.076,19.198999999999998,0.0221,19.748,0.0074,18.8645,0.0127,0.5230,0.2163,359.4204486475329,-32.65015311500489
